"Identifiant";"Dénomination complète";"Type voie";"Arrondissement";"Longueur voie"
"11066";"RUE GLUCK";"rue";"09e";"100"
"13766";"RUE DU TERRAGE";"rue";"10e";"182"
"12552";"RUE ORDENER";"rue";"18e";"2020"
"13631";"AVENUE DE SAINT-MANDE";"avenue";"12e";"1110"
"12427";"RUE NANSOUTY";"rue";"14e";"185"
"13290";"RUE DU ROI DE SICILE";"rue";"04e";"412"
"13840";"RUE DE TORCY";"rue";"18e";"395"
"10739";"RUE FLORIAN";"rue";"20e";"190"
"11167";"RUE DES GUILLEMITES";"rue";"04e";"88"
"10124";"RUE DAGUERRE";"rue";"14e";"630"
"13911";"RUE DE TURENNE";"rue";"03e,04e";"1130"
"12887";"PLACE PINEL";"place";"13e";""
"9840";"RUE DU CHEMIN VERT";"rue";"11e";"1511"
"12418";"RUE MURILLO";"rue";"08e";"278"
"12658";"RUE PATURLE";"rue";"14e";"43"
"13977";"AVENUE VELASQUEZ";"avenue";"08e";"86"
"13949";"AVENUE VAN DYCK";"avenue";"08e";"85"
"9398";"RUE BORROMEE";"rue";"15e";"165"
"9063";"RUE DE L'ARSENAL";"rue";"04e";"260"
"11757";"RUE LEGENDRE";"rue";"17e";"1595"
"11817";"RUE LEPIC";"rue";"18e";"755"
"10710";"RUE DES FEUILLANTINES";"rue";"05e";"220"
"14916";"VOIE EV/13";"voie";"13e";""
"13739";"RUE TAITBOUT";"rue";"09e";"763"
"9914";"RUE CLER";"rue";"07e";"428"
"13340";"RUE ROYALE";"rue";"08e";"282"
"9339";"RUE BIOT";"rue";"17e";"185"
"9668";"RUE CELS";"rue";"14e";"158"
"8858";"RUE D'ALEMBERT";"rue";"14e";"178"
"9719";"PONT AU CHANGE";"pont";"01e,04e";"103"
"12262";"RUE MIOLLIS";"rue";"15e";"310"
"13416";"COUR SEDAINE";"cour";"11e";"43"
"10975";"RUE DU GENERAL NIOX";"rue";"16e";"165"
"11410";"PASSAGE JAILLOT";"passage";"05e";"26"
"10471";"ALLEE DES EIDERS";"allée";"19e";"250"
"10098";"RUE DE LA CROIX MOREAU";"rue";"18e";"125"
"11162";"RUE GUILLAUME APOLLINAIRE";"rue";"06e";"55"
"10504";"RUE EMILE LANDRIN";"rue";"20e";"134"
"11177";"RUE GUSTAVE GOUBLIER";"rue";"10e";"80"
"10800";"RUE FRANCIS JAMMES";"rue";"10e";"131"
"10929";"RUE DU GENERAL NIESSEL";"rue";"20e";"147"
"10159";"ALLEE DARIUS MILHAUD";"allée";"19e";"675"
"11183";"PLACE GUSTAVE TOUDOUZE";"place";"09e";""
"10605";"RUE EUGENE OUDINE";"rue";"13e";"395"
"10613";"RUE EUGENIE LEGRAND";"rue";"20e";"44"
"10872";"PLACE GAILLON";"place";"02e";""
"10279";"BOULEVARD DE DIXMUDE";"boulevard";"17e";"210"
"10286";"SQUARE DU DOCTEUR BLANCHE";"square";"16e";"94"
"10294";"AVENUE DU DOCTEUR GLEY";"avenue";"20e";"160"
"10922";"PLACE DU GENERAL KOENIG";"place";"17e";""
"10302";"RUE DU DOCTEUR LANCEREAUX";"rue";"08e";"280"
"12973";"PLACE DE LA PORTE DE CHATILLON";"place";"14e";""
"11733";"RUE LE BRIX ET MESMIN";"rue";"14e";"31"
"12513";"SQUARE DU NOUVEAU BELLEVILLE";"square";"20e";"160"
"11783";"PLACE LEONARD BERNSTEIN";"place";"12e";"72"
"11807";"PLACE LEON-PAUL FARGUE";"place";"06e,07e,15e";"39"
"12578";"RUE OSCAR ROTY";"rue";"15e";"235"
"12742";"ALLEE DU PERE JULIEN DHUIT";"allée";"20e";"140"
"12152";"AVENUE MATIGNON";"avenue";"08e";"450"
"11458";"RUE JEAN FERRANDI";"rue";"06e";"165"
"12832";"PLACE PIERRE BRISSON";"place";"16e";""
"12180";"RUE MAURICE UTRILLO";"rue";"18e";"65"
"11473";"PLACE JEAN LORRAIN";"place";"16e";"44"
"11956";"RUE LUCIEN LEUWEN";"rue";"20e";"93"
"12855";"PLACE PIERRE LAZAREFF";"place";"02e";""
"12216";"RUE MERYON";"rue";"16e";"90"
"12292";"RUE MONDONVILLE";"rue";"20e";"21"
"12298";"PASSAGE MONPLAISIR";"passage";"20e";"94"
"12313";"RUE DE LA MONTAGNE DE L'ESPEROU";"rue";"15e";"387"
"12050";"PLACE MARCEL AYME";"place";"18e";"38"
"12883";"ALLEE PILATRE DE ROZIER";"allée";"16e";"500"
"14231";"VOIE C/8";"voie";"08e";"71"
"12058";"RUE MARCEL DUCHAMP";"rue";"13e";"152"
"12084";"PLACE MARGUERITE DE NAVARRE";"place";"01e";""
"12460";"RUE NEUVE TOLBIAC";"rue";"13e";"250"
"14789";"AVENUE HUSSEIN IER DE JORDANIE";"avenue";"16e";"80"
"14792";"RUE ELLA FITZGERALD";"rue";"19e";"100"
"14301";"VOIE P/16";"voie";"16e";"37"
"14243";"VOIE F/17";"voie";"17e";"18"
"14245";"VOIE G/5";"voie";"05e";"93"
"13376";"SQUARE DU SANCERROIS";"square";"12e";""
"14270";"VOIE AW/18";"voie";"18e";"33"
"13012";"AVENUE DE LA PORTE DE VITRY";"avenue";"13e";"345"
"14036";"PLACE VICTOR ET HELENE BASCH";"place";"14e";""
"14078";"GALERIE DE LA VILLETTE";"galerie";"19e";"973"
"14088";"RUE VINCENT SCOTTO";"rue";"19e";"54"
"14773";"VILLA ALEXANDRE TANSMAN";"villa";"16e";"12"
"14720";"RUE OLIVIER MESSIAEN";"rue";"13e";"170"
"13150";"AVENUE RAYMOND POINCARE";"avenue";"16e";"950"
"14159";"VOIE A/2";"voie";"02e";"58"
"13835";"VILLA TOLBIAC";"villa";"13e";"100"
"13922";"PLACE DE L'URUGUAY";"place";"16e";""
"14214";"VOIE CA/20";"voie";"20e";"56"
"13254";"RUE ROBERT ETLIN";"rue";"12e";"250"
"15098";"RUE CHANA ORLOFF";"rue";"19e";"84"
"9359";"RUE DES BLUETS";"rue";"11e";"270"
"15231";"ALLEE SUZANNE NOEL";"allée";"11e,20e";""
"14961";"PLACE EMMANUEL LEVINAS";"place";"05e";""
"14966";"PLACE DJANGO REINHARDT";"place";"18e";"134"
"8904";"RUE DES ALOUETTES";"rue";"19e";"285"
"14974";"PLACE ANDRE BRETON";"place";"09e";""
