"typologie";"voie";"arrdt";"cycling_length"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"41.00319471"
"Bandes cyclables";"RUE BLEUE";"9";"10.55158301"
"Bandes cyclables";"RUE LAFAYETTE";"10";"53.87325148"
"Bandes cyclables";"RUE DE GRENELLE";"7";"32.38346009"
"Bandes cyclables";"PLACE DE LA RESISTANCE";"7";"21.0841715"
"Couloirs de bus ouverts aux vélos";"RUE DU FAUBOURG SAINT-MARTIN";"10";"119.17606509"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE MAGENTA";"9";"9.12772051"
"Couloirs de bus ouverts aux vélos";"AVENUE DAUMESNIL";"12";"19.51947307"
"Couloirs de bus ouverts aux vélos";"AVENUE DAUMESNIL";"12";"80.3643233"
"Pistes cyclables";"AVENUE DE LA PORTE DE VITRY";"13";"54.75396344"
"Pistes cyclables";"PONT NATIONAL";"13";"145.05624696"
"Pistes cyclables";"RUE JEAN-PIERRE TIMBAUD";"11";"23.39938373"
"Pistes cyclables";"RUE JEAN-PIERRE TIMBAUD";"11";"91.33398747"
"Pistes cyclables";"BOULEVARD DE BERCY";"12";"248.76399204"
"Pistes cyclables";"RUE DE MONTREUIL";"11";"29.02439943"
"Bandes cyclables";"RUE SAINTE-CECILE";"9";"113.50680841"
"Pistes cyclables";"BOULEVARD DE CLICHY";"9";"180.13575377"
"Couloirs de bus ouverts aux vélos";"RUE SAINT LAZARE";"9";"298.87236881"
"Pistes cyclables";"PLACE DE LA REPUBLIQUE";"3";"23.21987318"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"8";"349.59635984"
"Couloirs de bus ouverts aux vélos";"RUE LEBLANC";"15";"493.37617766"
"Couloirs de bus ouverts aux vélos";"BOULEVARD BERTHIER";"17";"30.64902959"
"Couloirs de bus ouverts aux vélos";"AVENUE NIEL";"17";"125.01451642"
"Bandes cyclables";"RUE ORFILA";"20";"114.05563347"
"Bandes cyclables";"RUE ORFILA";"20";"16.58458859"
"Pistes cyclables";"RUE HENRI HUCHARD";"18";"25.67406869"
"Bandes cyclables";"AVENUE DE VILLIERS";"17";"30.91298501"
"Pistes cyclables";"RUE LEPIC";"18";"75.92096195"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"41.16960451"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"25.17026931"
"Pistes cyclables";"QUAI DE BERCY";"12";"696.44040743"
"Bandes cyclables";"RUE FAUVET";"18";"122.19233501"
"Pistes cyclables";"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"64.68626104"
"Pistes cyclables";"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"11.57561114"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"15.91382114"
"Couloirs de bus ouverts aux vélos";"RUE TOURLAQUE";"18";"72.28698006"
"Couloirs de bus ouverts aux vélos";"RUE ORDENER";"18";"56.66543672"
"Couloirs de bus ouverts aux vélos";"BOULEVARD ORNANO";"18";"28.59174468"
"Couloirs de bus ouverts aux vélos";"BOULEVARD ORNANO";"18";"28.86934573"
"Bandes cyclables";"RUE BELGRAND";"20";"29.99535809"
"Bandes cyclables";"RUE BELGRAND";"20";"66.98190623"
"Couloirs de bus ouverts aux vélos";"RUE SAINT SULPICE";"6";"22.68091172"
"Pistes cyclables";"QUAI DE L HOTEL DE VILLE";"4";"5.35893847"
"Pistes cyclables";"BOULEVARD MORLAND";"4";"11.03866443"
"Pistes cyclables";"BOULEVARD CARNOT";"12";"129.70147428"
"Pistes cyclables";"AVENUE DE FLANDRE";"19";"47.81670565"
"Pistes cyclables";"AVENUE IBSEN";"20";"5.59747722"
"Bandes cyclables";"BOULEVARD DE LA VILLETTE";"19";"15.9265565"
"Bandes cyclables";"BOULEVARD MACDONALD";"19";"161.87347175"
"Bandes cyclables";"RUE RIQUET";"18";"25.26161383"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"7.96062967"
"Pistes cyclables";"PLACE DE LA PORTE DE BAGNOLET";"20";"10.60589765"
"Pistes cyclables";"RUE GASTON TISSANDIER";"18";"9.43192799"
"Pistes cyclables";"BOULEVARD SERURIER";"19";"197.05648993"
"Pistes cyclables";"BOULEVARD SERURIER";"19";"8.55298319"
"Bandes cyclables";"BOULEVARD DIDEROT";"12";"11.07888208"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"31.54078858"
"Pistes cyclables";"Quai Saint-Exupéry";"16";"528.72114632"
"Pistes cyclables";"RUE DU GENERAL BRUNET";"19";"245.82751466"
"Pistes cyclables";"RUE LOUIS LUMIERE";"20";"370.32622184"
"Bandes cyclables";"AVENUE COURTELINE";"12";"16.33874959"
"Bandes cyclables";"BOULEVARD DE PICPUS";"12";"29.84581907"
"Bandes cyclables";"BOULEVARD DE MENILMONTANT";"20";"17.67609736"
"Pistes cyclables";"RUE MARYSE HILSZ";"20";"9.13830413"
"Pistes cyclables";"BOULEVARD PONIATOWSKI";"12";"353.20822824"
"Pistes cyclables";"AVENUE DE LA PORTE DE CHARENTON";"12";"36.37566461"
"Bandes cyclables";"BOULEVARD MACDONALD";"19";"29.66380362"
"Bandes cyclables";"RUE ANDRE MESSAGER";"18";"10.90665726"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"60.58776779"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"26.01111609"
"Pistes cyclables";"Avenue de la Porte d'Asnières";"17";"133.21871452"
"Bandes cyclables";"Place Jacques et Thérèse Tréfouel";"15";"21.01269199"
"Pistes cyclables";"AVENUE CARTELLIER";"20";"244.67189039"
"Pistes cyclables";"BOULEVARD BARBES";"18";"27.27375781"
"Pistes cyclables";"BOULEVARD BARBES";"18";"6.2174828"
"Pistes cyclables";"BOULEVARD BARBES";"18";"14.11101084"
"Couloirs de bus ouverts aux vélos";"AVENUE DAUMESNIL";"12";"34.55461439"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"139.63195664"
"Pistes cyclables";"RUE DE CRIMEE";"19";"251.84004717"
"Pistes cyclables";"AVENUE DE SAINT-MANDE";"12";"154.34139584"
"Pistes cyclables";"RUE ANDRE BRECHET";"17";"6.2863237"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"20.71401341"
"Pistes cyclables";"Quai de Montebello";"5";"11.94484441"
"Pistes cyclables";"RUE DU COUEDIC";"14";"21.99173733"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"192.9751148"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"11.2056518"
"Bandes cyclables";"RUE LAMARCK";"18";"2.93328379"
"Bandes cyclables";"AVENUE DE VILLIERS";"17";"23.92600489"
"Bandes cyclables";"PLACE DU MARECHAL JUIN";"17";"11.26243889"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE CHAMPERRET";"17";"26.71523804"
"Pistes cyclables";"AVENUE DE LA PORTE DE CHAMPERRET";"17";"36.6143912"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE CHAMPERRET";"17";"47.94329767"
"Pistes cyclables";"BOULEVARD GOUVION SAINT CYR";"17";"18.56028966"
"Pistes cyclables";"AVENUE DES MINIMES";"12";"32.2712119"
"Bandes cyclables";"RUE POUCHET";"17";"6.94356373"
"Bandes cyclables";"RUE CARDINET";"17";"27.56243175"
"Bandes cyclables";"RUE DE LA JONQUIERE";"17";"13.2163448"
"Pistes cyclables";"BOULEVARD DIDEROT";"12";"188.64162176"
"Pistes cyclables";"BOULEVARD BARBES";"18";"98.71189446"
"Pistes cyclables";"Quai de la Tournelle";"5";"27.33544642"
"Bandes cyclables";"Boulevard Bessières";"17";"59.38375391"
"Bandes cyclables";"Boulevard Arago";"13";"11.71115876"
"Bandes cyclables";"Boulevard Arago";"13";"13.28231855"
"Pistes cyclables";"Boulevard Arago";"13";"3.98222596"
"Couloirs de bus ouverts aux vélos";"Rue Brancion";"15";"92.97773636"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"62.51185905"
"Bandes cyclables";"BOULEVARD DE GRENELLE";"15";"23.050591"
"Pistes cyclables";"Quai Saint-Bernard";"5";"670.16403849"
"Couloirs de bus ouverts aux vélos";"AVENUE DE SAINT OUEN";"18";"81.88415324"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE LA TOUR MAUBOURG";"7";"566.01469628"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"17.03859681"
"Pistes cyclables";"BOULEVARD DU GENERAL MARTIAL VALIN";"15";"198.49135025"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"9.11224252"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"10.38914825"
"Pistes cyclables";"";"13";"16.77537624"
"Pistes cyclables";"BOULEVARD SAINT-MARTIN";"3";"5.25372404"
"Pistes cyclables";"Quai de la Gare";"13";"22.26006282"
"Pistes cyclables";"Quai de la Gare";"13";"16.77537625"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"14.79046588"
"Bandes cyclables";"Avenue de la Porte Molitor";"16";"155.69117996"
"Pistes cyclables";"Rampe Van Loo";"16";"100.13020098"
"Pistes cyclables";"Quai de la Gare";"13";"17.7019389"
"Pistes cyclables";"Place de l'Alma";"16";"20.81757854"
"Bandes cyclables";"Avenue de la Porte de Saint-Ouen";"18";"96.54674669"
"Couloirs de bus ouverts aux vélos";"Avenue de Versailles";"16";"55.84931414"
"Pistes cyclables";"Rue de Presbourg";"8";"44.83170513"
"Pistes cyclables";"Rue de Presbourg";"16";"35.62327067"
"Pistes cyclables";"RUE REBEVAL";"19";"52.74265057"
"Pistes cyclables";"Place de la Bastille";"4";"26.86890377"
"Pistes cyclables";"Rue de Tilsitt";"8";"36.16741512"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"28.28634716"
"Pistes cyclables";"RUE DAMREMONT";"18";"6.12115972"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"11";"128.51837275"
"Pistes cyclables";"Place de la Bastille";"4";"23.15837361"
"Pistes cyclables";"Boulevard Voltaire";"11";"56.69134345"
"Bandes cyclables";"Rue Saint-Anne";"1";"228.10315654"
"Bandes cyclables";"Rue Daunou";"2";"95.26724973"
"Pistes cyclables";"Quai d'Austerlitz";"13";"13.96661337"
"Pistes cyclables";"Boulevard Berthier";"17";"11.0942052"
"Pistes cyclables";"Rue de Rivoli";"4";"6.74451767"
"Pistes cyclables";"Boulevard Voltaire";"11";"9.98257282"
"Pistes cyclables";"Boulevard Voltaire";"11";"6.02674539"
"Bandes cyclables";"Rue Falguière";"15";"17.27569853"
"Couloirs de bus ouverts aux vélos";"Boulevard de Bercy";"12";"234.45482312"
"Bandes cyclables";"RUE CARDINET";"17";"21.77486645"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"42.22635034"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"18.76634238"
"Pistes cyclables";"Rue de Rivoli";"4";"4.3045404"
"Pistes cyclables";"Rue Saint-Antoine";"4";"12.83207642"
"Couloirs de bus ouverts aux vélos";"AVENUE MAC MAHON";"17";"134.66244717"
"Pistes cyclables";"Rue de Tilsitt";"17";"39.62754454"
"Pistes cyclables";"Quai Malaquais";"6";"224.20873082"
"Pistes cyclables";"AVENUE COURTELINE";"12";"21.38021039"
"Bandes cyclables";"RUE DE DOUAI";"9";"124.10134214"
"Couloirs de bus ouverts aux vélos";"AVENUE DE L OPERA";"1";"38.74838378"
"Bandes cyclables";"PLACE DU MARECHAL JUIN";"17";"18.57235573"
"Bandes cyclables";"Rue des Plantes";"14";"24.42118318"
"Pistes cyclables";"Rue des Plantes";"14";"14.47931294"
"Couloirs de bus ouverts aux vélos";"Avenue de Clichy";"17";"448.07575967"
"Bandes cyclables";"Rue de Courcelles";"17";"45.50890037"
"Bandes cyclables";"Boulevard Arago";"13";"20.794531"
"Couloirs de bus ouverts aux vélos";"RUE DE L AMIRAL MOUCHEZ";"13";"99.20595663"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FRANCE";"13";"61.79201021"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"16.21196393"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"61.96988409"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"24.96848506"
"Pistes cyclables";"BOULEVARD DU GENERAL MARTIAL VALIN";"15";"203.4813196"
"Pistes cyclables";"BOULEVARD LEFEBVRE";"15";"177.19949554"
"Couloirs de bus ouverts aux vélos";"Rue de Rivoli";"1";"25.95068691"
"Pistes cyclables";"BOULEVARD LEFEBVRE";"15";"58.35948498"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DU GENERAL MARTIAL VALIN";"15";"56.50525867"
"Pistes cyclables";"BOULEVARD EXELMANS";"16";"79.02228941"
"Pistes cyclables";"BOULEVARD EXELMANS";"16";"53.98957291"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"16.09796907"
"Pistes cyclables";"RUE PROUDHON";"12";"157.89742295"
"Couloirs de bus ouverts aux vélos";"AVENUE DE VERSAILLES";"16";"25.71837589"
"Couloirs de bus ouverts aux vélos";"AVENUE DE VERSAILLES";"16";"65.67714512"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"7.33917887"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"25.6748388"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"72.32789153"
"Bandes cyclables";"QUAI D ORSAY";"7";"41.02065923"
"Bandes cyclables";"RUE DE CONSTANTINE";"7";"6.08592155"
"Bandes cyclables";"RUE HENRY FARMAN";"15";"27.69031919"
"Couloirs de bus ouverts aux vélos";"RUE DE VAUGIRARD";"15";"84.08153355"
"Couloirs de bus ouverts aux vélos";"RUE DE VAUGIRARD";"15";"15.34098051"
"Couloirs de bus ouverts aux vélos";"RUE DE VOUILLE";"15";"209.8767401"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"79.73681925"
"Pistes cyclables";"BOULEVARD KELLERMANN";"13";"14.54092894"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"7";"115.16480983"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"6";"24.52716705"
"Pistes cyclables";"BOULEVARD RASPAIL";"14";"151.30643308"
"Pistes cyclables";"Rue Vercingétorix";"14";"23.08152583"
"Bandes cyclables";"Quai André Citroën";"15";"14.30555126"
"Pistes cyclables";"RUE VERCINGETORIX";"14";"112.37387929"
"Pistes cyclables";"RUE VERCINGETORIX";"14";"6.68346823"
"Couloirs de bus ouverts aux vélos";"RUE D ALESIA";"14";"92.37067218"
"Pistes cyclables";"BOULEVARD DE GRENELLE";"15";"56.06893385"
"Pistes cyclables";"BOULEVARD DE GRENELLE";"15";"22.31276694"
"Bandes cyclables";"BOULEVARD PASTEUR";"15";"21.16812733"
"Bandes cyclables";"AVENUE FOCH";"16";"563.71019212"
"Pistes cyclables";"BOULEVARD DE L AMIRAL BRUIX";"16";"17.50034444"
"Pistes cyclables";"ROUTE DE LA PORTE DES SABLONS A LA PORTE MAILLOT";"16";"152.680415"
"Pistes cyclables";"AVENUE INGRES";"16";"19.84617873"
"Pistes cyclables";"AVENUE INGRES";"16";"5.04051247"
"Pistes cyclables";"Avenue de Saint-Cloud";"16";"50.82994563"
"Couloirs de bus ouverts aux vélos";"AVENUE MARCEAU";"16";"14.14639765"
"Couloirs de bus ouverts aux vélos";"AVENUE DU PRESIDENT WILSON";"16";"196.31888339"
"Pistes cyclables";"AVENUE GEORGES MENDEL";"16";"12.05380342"
"Pistes cyclables";"AVENUE GEORGES MENDEL";"16";"290.29245899"
"Bandes cyclables";"CHEMIN DE CEINTURE DU LAC INFERIEUR";"16";"29.0188117"
"Couloirs de bus ouverts aux vélos";"AVENUE MOZART";"16";"72.29635507"
"Couloirs de bus ouverts aux vélos";"AVENUE MOZART";"16";"99.01814529"
"Pistes cyclables";"AVENUE GEORGES MENDEL";"16";"13.41908407"
"Pistes cyclables";"PLACE TATTEGRAIN";"16";"26.95806997"
"Pistes cyclables";"ROUTE DE SURESNES";"16";"327.90190357"
"Pistes cyclables";"PONT DE SURESNES";"16";"79.70060521"
"Couloirs de bus ouverts aux vélos";"AVENUE DE NEW YORK";"16";"19.16934775"
"Bandes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"25.27088949"
"Pistes cyclables";"AVENUE DENFERT ROCHEREAU";"14";"31.84023431"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"14";"171.90973176"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"14";"163.37175735"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"12.47518322"
"Pistes cyclables";"BOULEVARD SAINT JACQUES";"14";"6.55160736"
"Pistes cyclables";"BOULEVARD SAINT JACQUES";"14";"6.09768634"
"Couloirs de bus ouverts aux vélos";"RUE DU COMMANDANT RENE MOUCHOTTE";"14";"38.2206557"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE MONTROUGE";"14";"26.10159744"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"7";"80.31788154"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GREMAIN";"6";"35.22479586"
"Bandes cyclables";"QUAI DE L HOTEL DE VILLE";"4";"22.08520892"
"Pistes cyclables";"QUAI DES CELESTINS";"4";"20.45227435"
"Pistes cyclables";"RUE DE LA TOMBE ISSOIRE";"14";"15.13381379"
"Pistes cyclables";"RUE DE LA TOMBE ISSOIRE";"14";"62.51319449"
"Pistes cyclables";"RUE DE L AUDE";"14";"8.18105045"
"Pistes cyclables";"RUE DU PERE CORENTIN";"14";"103.07076665"
"Pistes cyclables";"RUE GUYNEMER";"6";"28.19115716"
"Bandes cyclables";"BOULEVARD HENRI IV";"4";"21.74708133"
"Bandes cyclables";"RUE MONGE";"5";"52.28684296"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT MICHEL";"5";"78.44174517"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT MICHEL";"5";"20.52984462"
"Couloirs de bus ouverts aux vélos";"RUE DE SEVIGNE";"4";"38.61203225"
"Pistes cyclables";"COURS ALBERT 1ER";"8";"62.5708794"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"23.04116356"
"Couloirs de bus ouverts aux vélos";"PONT SAINT MICHEL";"1";"29.14712633"
"Couloirs de bus ouverts aux vélos";"RUE DE LA PEPINIERE";"8";"15.07948001"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"30.66076125"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"24.88224009"
"Couloirs de bus ouverts aux vélos";"AVENUE MATIGNON";"8";"74.96673982"
"Couloirs de bus ouverts aux vélos";"QUAI DE LA RAPEE";"12";"60.17812088"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"22.41571302"
"Pistes cyclables";"RUE NICOLAS FORTIN";"13";"16.35971342"
"Pistes cyclables";"AVENUE D ITALIE";"13";"97.5175102"
"Pistes cyclables";"AVENUE D ITALIE";"13";"65.53833932"
"Bandes cyclables";"PONT DE TOLBIAC";"13";"100.70069676"
"Bandes cyclables";"PONT DE TOLBIAC";"12";"91.4328319"
"Couloirs de bus ouverts aux vélos";"AVENUE PERCIER";"8";"138.19248315"
"Pistes cyclables";"RUE DU CHATEAU DES RENTIERS";"13";"89.9162415"
"Pistes cyclables";"BOULEVARD VINCENT AURIOL";"13";"28.09088984"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE L HOPITAL";"13";"151.40864634"
"Pistes cyclables";"QUAI DE LA RAPEE";"12";"30.810202"
"Couloirs de bus ouverts aux vélos";"BOULEVARD VINCENT AURIOL";"13";"36.00914173"
"Bandes cyclables";"Boulevard Bessières";"17";"35.36110502"
"Bandes cyclables";"Boulevard Bessières";"17";"4.44388659"
"Pistes cyclables";"BOULEVARD VINCENT AURIOL";"13";"5.89769698"
"Pistes cyclables";"QUAI PANHARD ET LEVASSOR";"13";"6.60737835"
"Pistes cyclables";"QUAI PANHARD ET LEVASSOR";"13";"110.35506938"
"Pistes cyclables";"QUAI DE LA GARE";"13";"13.08101283"
"Pistes cyclables";"QUAI PANHARD ET LEVASSOR";"13";"86.32061338"
"Couloirs de bus ouverts aux vélos";"RUE LA BOETIE";"8";"98.84773438"
"Couloirs de bus ouverts aux vélos";"AVENUE REILLE";"14";"28.76465814"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"19.77770256"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"159.78780746"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"8.39200951"
"Couloirs de bus ouverts aux vélos";"RUE ROYALE";"8";"169.04168745"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"70.90684722"
"Bandes cyclables";"Boulevard Bessières";"17";"34.76246134"
"Couloirs de bus ouverts aux vélos";"AVENUE PIERRE MENDES FRANCE";"13";"161.18871544"
"Pistes cyclables";"Boulevard Voltaire";"11";"19.52854639"
"Bandes cyclables";"Boulevard Bessières";"17";"6.68751743"
"Bandes cyclables";"Boulevard Bessières";"17";"55.63758422"
"Pistes cyclables";"Boulevard Bessières";"17";"32.64588146"
"Pistes cyclables";"Rue de Rivoli";"4";"23.97509066"
"Bandes cyclables";"RUE DES BATIGNOLLES";"17";"13.75107193"
"Couloirs de bus ouverts aux vélos";"Rue de Rivoli";"1";"63.10773458"
"Bandes cyclables";"RUE RIQUET";"18";"29.00644482"
"Bandes cyclables";"BOULEVARD SERURIER";"19";"42.4230172"
"Couloirs de bus ouverts aux vélos";"AVENUE JEAN JAURES";"19";"40.50056739"
"Bandes cyclables";"Avenue de France";"13";"239.17950393"
"Pistes cyclables";"Rue de Rivoli";"4";"31.80112373"
"Couloirs de bus ouverts aux vélos";"BOULEVARD NEY";"18";"240.86702576"
"Couloirs de bus ouverts aux vélos";"Boulevard Malesherbes";"17";"72.07842574"
"Pistes cyclables";"Boulevard Voltaire";"11";"1372.61244121"
"Pistes cyclables";"RUE VERCINGETORIX";"14";"15.8503003"
"Bandes cyclables";"Quai de la Tournelle";"5";"9.26511075"
"Couloirs de bus ouverts aux vélos";"AVENUE MOZART";"16";"40.94036291"
"Pistes cyclables";"Boulevard de Picpus";"12";"7.33093546"
"Pistes cyclables";"Rue Riquet";"18";"6.47888474"
"Bandes cyclables";"Rue Francis de Croisset";"18";"48.10730612"
"Pistes cyclables";"Place Valhubert";"5";"118.31775129"
"Bandes cyclables";"Rue de Bellevue";"19";"45.77777822"
"Couloirs de bus ouverts aux vélos";"Rue de l'Arrivée";"15";"198.13682944"
"Pistes cyclables";"Rond-pont du Pont Mirabeau";"15";"10.58396578"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"16.9346874"
"Pistes cyclables";"Place de la Concorde";"8";"88.61048041"
"Couloirs de bus ouverts aux vélos";"Rue Jean Oberlé";"19";"46.95438102"
"Pistes cyclables";"Avenue de la Porte de la Plaine";"15";"22.71716135"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"6.20188538"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"4.31120669"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"6.95850813"
"Pistes cyclables";"Rue de Rivoli";"4";"18.44573307"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"10.98735006"
"Couloirs de bus ouverts aux vélos";"RUE DES DEUX PONTS";"4";"60.69315152"
"Pistes cyclables";"QUAI DE SEINE";"19";"4.12357887"
"Bandes cyclables";"Rue du Four";"6";"44.91975348"
"Bandes cyclables";"Rue du Four";"6";"49.38317807"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"33.83008194"
"Couloirs de bus ouverts aux vélos";"RUE LAFAYETTE";"9";"18.74931428"
"Pistes cyclables";"AVENUE DE LA PORTE DES POISSONNIERS";"18";"20.38871076"
"Couloirs de bus ouverts aux vélos";"AVENUE DE L OPERA";"2";"89.04446646"
"Pistes cyclables";"Rue François Ier";"8";"93.50660734"
"Pistes cyclables";"Boulevard de Grenelle";"15";"15.52392359"
"Pistes cyclables";"Rue Ordener";"18";"160.42771317"
"Bandes cyclables";"Rue Albert Einstein";"13";"112.47281899"
"Pistes cyclables";"Rue François Ier";"8";"12.929078"
"Couloirs de bus ouverts aux vélos";"Avenue du Maine";"14";"69.23365661"
"Bandes cyclables";"Rue Monceau";"8";"571.04755098"
"Pistes cyclables";"Quai d'Orsay";"7";"289.42648729"
"Bandes cyclables";"Rue du Montparnasse";"6";"107.79914938"
"Pistes cyclables";"Rue Leblanc";"15";"79.04289252"
"Pistes cyclables";"Rue Didot";"14";"25.25637144"
"Bandes cyclables";"Avenue de Clichy";"17";"16.82723264"
"Bandes cyclables";"Avenue Dode de la Brunerie";"16";"80.73939038"
"Bandes cyclables";"Avenue du Parc des Princes";"16";"104.07691359"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"16.36207218"
"Bandes cyclables";"Rue de la Porte d'Issy";"15";"19.9823311"
"Pistes cyclables";"Quai d'Austerlitz";"13";"19.48049851"
"Pistes cyclables";"Boulevard Arago";"14";"47.14199849"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"11";"39.44092905"
"Bandes cyclables";"AVENUE DAUMESNIL";"12";"40.63249674"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"22.91494741"
"Bandes cyclables";"Rue du Château d'Eau";"10";"295.667804"
"Pistes cyclables";"AVENUE DE LA PORTE DES POISSONNIERS";"18";"22.28989393"
"Pistes cyclables";"Avenue de New York";"16";"19.69894715"
"Bandes cyclables";"Avenue des Champs-Elysées";"8";"4.46958152"
"Pistes cyclables";"BOULEVARD DU GENERAL JEAN SIMON";"13";"19.42484298"
