"voie";"arrdt";"cycling_length"
"RUE DE LOURMEL";"15";"67.63825298"
"BOULEVARD DE MAGENTA";"10";"93.59157737"
"BOULEVARD DE GRENELLE";"15";"194.20641829"
"BOULEVARD GARIBALDI";"15";"12.76081262"
"BOULEVARD GARIBALDI";"15";"37.70869706"
"BOULEVARD SAINT-DENIS";"10";"30.70173594"
"RUE D AUBERVILLIERS";"18";"140.39722902"
"BOULEVARD DE LA VILLETTE";"19";"18.27890985"
"AVENUE LEDRU-ROLLIN";"12";"70.51578086"
"BOULEVARD DES BATIGNOLLES";"8";"21.77991653"
"PLACE DU LOUVRE";"1";"33.24104696"
"BOULEVARD DE MAGENTA";"10";"106.7764243"
"BOULEVARD MASSENA";"13";"9.1011201"
"BOULEVARD MASSENA";"13";"36.62773282"
"BOULEVARD MASSENA";"13";"3.78412036"
"RUE CARDINET";"17";"7.40397069"
"RUE CHAMPIONNET";"18";"16.94988341"
"BOULEVARD GARIBALDI";"15";"30.36457186"
"BOULEVARD GARIBALDI";"15";"24.40428713"
"RUE BLEUE";"9";"52.96903124"
"BOULEVARD DE LA VILLETTE";"10";"39.76619549"
"BOULEVARD DE LA VILLETTE";"10";"32.80142206"
"RUE PERDONNET";"10";"19.04504597"
"RUE DE GRENELLE";"7";"12.56955131"
"RUE DE GRENELLE";"7";"87.57103218"
"RUE BEAUREGARD";"2";"158.02451875"
"BOULEVARD DE LA BASTILLE";"12";"22.9922831"
"BOULEVARD DE LA BASTILLE";"12";"14.37046213"
"BOULEVARD DE LA BASTILLE";"12";"10.83761665"
"BOULEVARD DE LA BASTILLE";"12";"25.43756547"
"BOULEVARD DE LA BASTILLE";"12";"8.78319905"
"BOULEVARD DE LA BASTILLE";"12";"10.5035128"
"AVENUE DE LA PORTE DE VITRY";"13";"7.9002683"
"BOULEVARD DU GENERAL JEAN SIMON";"13";"361.14905811"
"BOULEVARD DU GENERAL JEAN SIMON";"13";"35.46979442"
"BOULEVARD DE CLICHY";"9";"107.85751124"
"RUE JEAN ET MARIE MOINON";"10";"30.44747474"
"PASSAGE DU BUISSON SAINT-LOUIS";"10";"22.94087251"
"QUAI ANDRE CITROEN";"15";"14.31403648"
"RUE DE PRESLES";"15";"25.61285081"
"RUE BERGER";"1";"59.36825453"
"ROUTE DE LA PYRAMIDE";"12";"881.88974007"
"Boulevard Ney";"18";"7.88452284"
"PORTE D AUBERVILLIERS";"18";"13.74477247"
"AVENUE DE VILLIERS";"17";"69.97314556"
"AVENUE DE LA BELLE GABRIELLE";"12";"335.35119547"
"BOULEVARD MACDONALD";"19";"192.37352336"
"BOULEVARD MORTIER";"20";"24.9251448"
"AVENUE DE GRAVELLE";"12";"8.65622205"
"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"193.01900074"
"AVENUE DE LA PORTE DES LILAS";"19";"15.46411137"
"PORTE DOREE";"12";"8.51002224"
"BOULEVARD PONIATOWSKI";"12";"81.39962073"
"RUE DU COMMANDEUR";"14";"5.17053325"
"PONT DE SULLY";"4";"96.51885212"
"AVENUE DE LA PORTE DE VINCENNES";"12";"13.85780409"
"BOULEVARD DE LA GUYANE";"12";"12.86358162"
"BOULEVARD DE LA VILLETTE";"19";"44.98110473"
"AVENUE IBSEN";"20";"5.58528365"
"AVENUE DAUMESNIL";"12";"29.34068688"
"BOULEVARD MORTIER";"20";"7.17321457"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"42.25417227"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"27.02417254"
"BOULEVARD MACDONALD";"19";"438.64316961"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"21.29776161"
"AVENUE DES MINIMES";"12";"112.67218828"
"BOULEVARD MORTIER";"20";"241.23328409"
"PLACE DE LA PORTE DE BAGNOLET";"20";"19.25388748"
"PLACE DE LA PORTE DE BAGNOLET";"20";"10.46494477"
"AVENUE DE SAINT-MANDE";"12";"26.9880755"
"Boulevard Bessières";"17";"29.48080691"
"Route des Sablons à la Porte Maillot";"16";"8.1506536"
"Boulevard Bessières";"17";"10.01013777"
"Rue de Rivoli";"4";"5.38868284"
"AVENUE PIERRE MENDES FRANCE";"13";"61.82285816"
"AVENUE DE FRANCE";"13";"7.72024448"
"BOULEVARD DE CHARONNE";"20";"27.24328116"
"Place Auguste Baron";"19";"8.13690316"
"Rue de Rivoli";"4";"50.21645674"
"PONT DE BIR HAKEIM";"15";"17.89761533"
"BOULEVARD DU GENERAL JEAN SIMON";"13";"138.93372298"
"Boulevard du Bois le Prêtre";"17";"32.71485049"
"RUE BAPTISTE RENARD";"13";"41.68183637"
"BOULEVARD DE CHARONNE";"20";"8.10719209"
"Quai de la Tournelle";"5";"9.04941966"
"Rue du Pont Louis-Philippe";"4";"18.73660659"
"Quai de la Gare";"13";"13.50825625"
"Avenue des Champs-Elysées";"8";"10.82626099"
"Rue Saint-Antoine";"4";"5.30864742"
"Rue Saint-Antoine";"4";"17.0320009"
"AVENUE DE VILLIERS";"17";"35.89056248"
"Rue de Turbigo";"2";"157.80180536"
"Rue d'Aubervilliers";"18";"171.84088008"
"Rue Charles et Robert";"20";"136.03503591"
"Boulevard Bessières";"17";"29.9913553"
"Avenue des Champs-Elysées";"8";"6.24900558"
"Rue de Tilsitt";"8";"35.20523583"
"BOULEVARD AUGUSTE BLANQUI";"13";"12.96012184"
"BOULEVARD AUGUSTE BLANQUI";"13";"12.4883629"
"Boulevard Voltaire";"11";"49.37729385"
"Boulevard Arago";"14";"4.65329747"
"Rue Falguière";"15";"13.20621545"
"Rue de Tilsitt";"17";"40.55110881"
"Avenue Charles de Foucauld";"12";"14.91445029"
"Boulevard de Reuilly";"12";"7.09790469"
"BOULEVARD DE REUILLY";"12";"9.08915285"
"BOULEVARD PASTEUR";"15";"37.32042787"
"BOULEVARD MASSENA";"13";"17.33997963"
"Rue Raymond Losserand";"14";"9.61518241"
"Rue Raymond Losserand";"14";"11.35902249"
"Rue Paul Meurice";"20";"7.46212322"
"Avenue Georges Lafenestre";"14";"41.49034243"
"Quai d'Austerlitz";"13";"80.75661542"
"RUE VERCINGETORIX";"14";"10.674651"
"QUAI DE VALMY";"10";"29.39214837"
"Rue des Wallons";"13";"208.79411968"
"Rue Coypel";"13";"76.82910308"
"AVENUE WINSTON CHURCHILL";"8";"8.89058278"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"74.36663695"
"Avenue du Président Kennedy";"16";"164.95996634"
"Avenue du Président Kenney";"16";"17.25607364"
"Avenue de la Grande Armée";"16";"20.09182239"
"Avenue des Champs-Elysées";"8";"25.7999092"
"Avenue de Clichy";"17";"6.98722715"
"RUE LAFAYETTE";"9";"6.02784547"
"PLACE DES TERNES";"17";"19.24828352"
"Rue Vercingétorix";"14";"7.41000184"
"AVENUE DE SAINT CLOUD";"16";"10.60662323"
"Rue Francis de Croisset";"18";"40.16815571"
"Coulée verte René Dumont";"12";"565.97926454"
"COULEE VERTE RENE DUMONT";"12";"896.2706518"
"Rue Jean Cocteau";"18";"8.64730368"
"Avenue de Clichy";"17";"6.09742428"
"Avenue de Clichy";"17";"14.38904337"
"Avenue de Clichy";"17";"4.18310109"
"BOULEVARD DAVOUT";"20";"17.18410993"
"PLACE DE LA NATION";"12";"32.80984407"
"Rue Riquet";"19";"181.49182755"
"BOULEVARD POISSONNIERE";"2";"17.31666195"
"Rue Édouard Glissant";"20";"60.21002572"
"RUE DE MONTREUIL";"11";"23.78951661"
"Place des Insurgés de Varsovie";"15";"19.85202641"
"Place d'Anvers";"9";"111.41547599"
"Rue Robert Esnault-Pelterie";"7";"10.72552844"
"Boulevard Saint-Germain";"6";"38.86602789"
"Rue du Four";"6";"63.63837198"
"Rue du Four";"6";"42.65451821"
"Rue Van Gogh";"12";"34.58012224"
"Rue François Ier";"8";"72.29336024"
"Place Rio de Janeiro";"8";"17.23457811"
"Place Rio de Janeiro";"8";"10.42087989"
"Rue Marcadet";"18";"152.87582284"
"BOULEVARD DE GRENELLE";"15";"35.94127979"
"Boulevard Murat";"16";"96.55845893"
"Place de la Bastille";"11";"100.03879502"
"BOULEVARD DE MENILMONTANT";"11";"111.53672305"
"Boulevard Voltaire";"11";"7.39855818"
"Place de la Bastille";"11";"78.14082673"
"Boulevard Voltaire";"11";"21.67864212"
"RUE JEAN FRANCOIS LEPINE";"18";"188.47780301"
"Rue Saint-Augustin";"2";"318.15449967"
"Boulevard Berthier";"17";"22.0402438"
"Boulevard Berthier";"17";"22.807047"
"Rue des Plantes";"14";"25.25695378"
"Rue des Plantes";"14";"8.59322265"
"Rue des Plantes";"14";"23.62399863"
"Avenue Franklin Roosevelt";"8";"21.07880514"
"Avenue Franklin Roosevelt";"8";"26.89407723"
"RUE DE ROME";"17";"123.7925211"
"BOULEVARD DE LA CHAPELLE";"18";"26.26338457"
"Avenue des Champs-Elysées";"8";"5.27522865"
"BOULEVARD BARBES";"18";"112.415336"
"PORTE DE VINCENNES";"12";"16.40641507"
"AVENUE COURTELINE";"12";"10.64144853"
"BOULEVARD DE MENILMONTANT";"20";"37.62418244"
"AVENUE LEON GAUMONT";"20";"312.86390513"
"AVENUE BENOIT FRACHON";"20";"15.97868007"
"COURS DE VINCENNES";"20";"53.46816212"
"COURS DE VINCENNES";"12";"37.58762889"
"BOULEVARD DAVOUT";"20";"14.36193128"
"BOULEVARD SOULT";"12";"27.66027707"
"QUAI D ORSAY";"7";"26.25161167"
"BOULEVARD DE CHARONNE";"20";"16.08860844"
"BOULEVARD DE CHARONNE";"20";"9.57189843"
"BOULEVARD DE CHARONNE";"20";"17.98133727"
"AVENUE DAUMESNIL";"12";"20.26673331"
"AVENUE DAUMESNIL";"12";"21.73446266"
"AVENUE DAUMESNIL";"12";"264.93522965"
"Avenue de la Porte Pouchet";"17";"123.46361374"
"Boulevard du Bois le Prêtre";"17";"46.06535855"
"AVENUE JEAN JAURES";"19";"15.66059978"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"56.96511648"
"PLACE FELIX EBOUE";"12";"81.48343823"
"PLACE FELIX EBOUE";"12";"14.53183709"
"RUE DE WATTIGNIES";"12";"116.11065816"
"BOULEVARD DE CHARONNE";"20";"30.75359874"
"PORTE DE LA CHAPELLE";"18";"205.0754992"
"AVENUE DE LA PORTE DE LA CHAPELLE";"18";"42.07895141"
"RUE HALLE";"14";"5.21256841"
"RUE SIGMUND FREUD";"19";"379.2373162"
"AVENUE JEAN JAURES";"19";"10.01695514"
"AVENUE JEAN JAURES";"19";"164.82033317"
"BOULEVARD MALESHERBES";"17";"10.20371984"
"BOULEVARD MACDONALD";"19";"173.21046505"
"RUE GASTON DARBOUX";"18";"67.94260696"
"BOULEVARD DAVOUT";"20";"89.61580241"
"PLACE DE LA PORTE DE PANTIN";"19";"52.10762642"
"RUE DURIS";"20";"23.89066706"
"BOULEVARD MALESHERBES";"17";"15.47727904"
"RUE DE RAMBOUILLET";"12";"24.5884514"
"PLACE DU MARECHAL JUIN";"17";"26.19517728"
"AVENUE DES MINIMES";"12";"112.33353086"
"BOULEVARD DAVOUT";"20";"12.25385185"
"RUE EDOUARD PAILLERON";"19";"18.07269508"
"RUE EDOUARD PAILLERON";"19";"15.7775154"
"AVENUE DE LAUMIERE";"19";"9.95338206"
"RUE MANIN";"19";"179.81699772"
"BOULEVARD DIDEROT";"12";"109.88422631"
"BOULEVARD DIDEROT";"12";"22.36634944"
"PLACE DU CARDINAL AMETTE";"15";"16.28390149"
"BOULEVARD MALESHERBES";"8";"19.04093127"
"Quai de la Tournelle";"5";"11.43399002"
"Quai de Montebello";"5";"12.59715442"
"Rue Saint-Antoine";"4";"4.57480257"
"Rue Saint-Antoine";"4";"4.47332582"
"Rue Saint-Antoine";"4";"2.15403207"
"Boulevard de Strasbourg";"10";"664.44377341"
"Avenue de la Grande Armée";"17";"117.01470014"
"AVENUE LEDRU-ROLLIN";"12";"7.50689472"
"Avenue des Champs-Elysées";"8";"8.66171597"
"Avenue des Champs-Elysées";"8";"12.29340789"
"RUE REBEVAL";"19";"24.75724055"
"RUE REBEVAL";"19";"52.74265057"
"Place de la Bastille";"4";"26.86890377"
"Rue de Tilsitt";"8";"36.16741512"
"BOULEVARD DE MAGENTA";"10";"28.28634716"
"RUE DAMREMONT";"18";"6.12115972"
"BOULEVARD DE MENILMONTANT";"11";"128.51837275"
"Place de la Bastille";"4";"23.15837361"
"Boulevard Voltaire";"11";"56.69134345"
"Rue Saint-Anne";"1";"228.10315654"
"Rue Daunou";"2";"95.26724973"
"Quai d'Austerlitz";"13";"13.96661337"
"Boulevard Berthier";"17";"11.0942052"
"Rue de Rivoli";"4";"6.74451767"
"Boulevard Voltaire";"11";"9.98257282"
"Boulevard Voltaire";"11";"6.02674539"
"Rue Falguière";"15";"17.27569853"
"RUE CARDINET";"17";"21.77486645"
"Avenue des Champs-Elysées";"8";"42.22635034"
"Avenue des Champs-Elysées";"8";"18.76634238"
"";"13";"16.77537624"
"BOULEVARD SAINT-MARTIN";"3";"5.25372404"
"Quai de la Gare";"13";"22.26006282"
"Quai de la Gare";"13";"16.77537625"
"Avenue des Champs-Elysées";"8";"14.79046588"
"Avenue de la Porte Molitor";"16";"155.69117996"
"Rampe Van Loo";"16";"100.13020098"
"Quai de la Gare";"13";"17.7019389"
"Place de l'Alma";"16";"20.81757854"
"Avenue de la Porte de Saint-Ouen";"18";"96.54674669"
"Rue de Presbourg";"8";"44.83170513"
"Rue de Presbourg";"16";"35.62327067"
"RUE DU GENERAL BRUNET";"19";"245.82751466"
"RUE LOUIS LUMIERE";"20";"370.32622184"
"AVENUE COURTELINE";"12";"16.33874959"
"BOULEVARD DE PICPUS";"12";"29.84581907"
"BOULEVARD DE MENILMONTANT";"20";"17.67609736"
"RUE MARYSE HILSZ";"20";"9.13830413"
"BOULEVARD PONIATOWSKI";"12";"353.20822824"
"AVENUE DE LA PORTE DE CHARENTON";"12";"36.37566461"
"BOULEVARD MACDONALD";"19";"29.66380362"
"RUE ANDRE MESSAGER";"18";"10.90665726"
"BOULEVARD DE CHARONNE";"20";"60.58776779"
"AVENUE DAUMESNIL";"12";"26.01111609"
"Avenue de la Porte d'Asnières";"17";"133.21871452"
"Place Jacques et Thérèse Tréfouel";"15";"21.01269199"
"AVENUE CARTELLIER";"20";"244.67189039"
"BOULEVARD BARBES";"18";"27.27375781"
"BOULEVARD BARBES";"18";"6.2174828"
"BOULEVARD BARBES";"18";"14.11101084"
"AVENUE JEAN JAURES";"19";"139.63195664"
"RUE DE CRIMEE";"19";"251.84004717"
"AVENUE DE SAINT-MANDE";"12";"154.34139584"
"RUE ANDRE BRECHET";"17";"6.2863237"
"BOULEVARD DE CHARONNE";"20";"20.71401341"
"Quai de Montebello";"5";"11.94484441"
"RUE DU COUEDIC";"14";"21.99173733"
"AVENUE JEAN JAURES";"19";"192.9751148"
"AVENUE JEAN JAURES";"19";"11.2056518"
"RUE LAMARCK";"18";"2.93328379"
"AVENUE DE VILLIERS";"17";"23.92600489"
"PLACE DU MARECHAL JUIN";"17";"11.26243889"
"AVENUE DE LA PORTE DE CHAMPERRET";"17";"36.6143912"
"BOULEVARD GOUVION SAINT CYR";"17";"18.56028966"
"AVENUE DES MINIMES";"12";"32.2712119"
"RUE POUCHET";"17";"6.94356373"
"RUE CARDINET";"17";"27.56243175"
"RUE DE LA JONQUIERE";"17";"13.2163448"
"BOULEVARD DIDEROT";"12";"188.64162176"
"BOULEVARD BARBES";"18";"98.71189446"
"Quai de la Tournelle";"5";"27.33544642"
"Boulevard Bessières";"17";"59.38375391"
"Boulevard Arago";"13";"11.71115876"
"Boulevard Arago";"13";"13.28231855"
"Boulevard Arago";"13";"3.98222596"
"BOULEVARD DE GRENELLE";"15";"23.050591"
"Quai Saint-Bernard";"5";"670.16403849"
"Avenue des Champs-Elysées";"8";"17.03859681"
"BOULEVARD DU GENERAL MARTIAL VALIN";"15";"198.49135025"
"Avenue des Champs-Elysées";"8";"9.11224252"
"Avenue des Champs-Elysées";"8";"10.38914825"
"QUAI DE SEINE";"19";"4.12357887"
"Rue du Four";"6";"44.91975348"
"Rue du Four";"6";"49.38317807"
"BOULEVARD AUGUSTE BLANQUI";"13";"33.83008194"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"20.38871076"
"Rue François Ier";"8";"93.50660734"
"Boulevard de Grenelle";"15";"15.52392359"
"Rue Ordener";"18";"160.42771317"
"Rue Albert Einstein";"13";"112.47281899"
"Rue François Ier";"8";"12.929078"
"Rue Monceau";"8";"571.04755098"
"Quai d'Orsay";"7";"289.42648729"
"Rue du Montparnasse";"6";"107.79914938"
"Rue Leblanc";"15";"79.04289252"
"Rue Didot";"14";"25.25637144"
"Avenue de Clichy";"17";"16.82723264"
"Avenue Dode de la Brunerie";"16";"80.73939038"
"Avenue du Parc des Princes";"16";"104.07691359"
"BOULEVARD DE CHARONNE";"20";"16.36207218"
"Rue de la Porte d'Issy";"15";"19.9823311"
"Quai d'Austerlitz";"13";"19.48049851"
"Boulevard Arago";"14";"47.14199849"
"BOULEVARD DE CHARONNE";"11";"39.44092905"
"AVENUE DAUMESNIL";"12";"40.63249674"
"AVENUE DAUMESNIL";"12";"22.91494741"
"Rue du Château d'Eau";"10";"295.667804"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"22.28989393"
"Avenue de New York";"16";"19.69894715"
"Avenue des Champs-Elysées";"8";"4.46958152"
"BOULEVARD DU GENERAL JEAN SIMON";"13";"19.42484298"
"BOULEVARD SOULT";"12";"11.5260835"
"Rue Didot";"14";"7.67034147"
"Avenue de Clichy";"17";"5.66015117"
"Avenue de Clichy";"17";"10.67862055"
"Boulevard de Picpus";"12";"7.33093546"
"Rue Riquet";"18";"6.47888474"
"Rue Francis de Croisset";"18";"48.10730612"
"Place Valhubert";"5";"118.31775129"
"Rue de Bellevue";"19";"45.77777822"
"Rond-pont du Pont Mirabeau";"15";"10.58396578"
"BOULEVARD DE MAGENTA";"10";"16.9346874"
"Place de la Concorde";"8";"88.61048041"
"Avenue de la Porte de la Plaine";"15";"22.71716135"
"Place des Insurgés de Varsovie";"15";"6.20188538"
"Place des Insurgés de Varsovie";"15";"4.31120669"
"BOULEVARD DE MAGENTA";"10";"6.95850813"
"Rue de Rivoli";"4";"18.44573307"
"Avenue des Champs-Elysées";"8";"10.98735006"
"Rue de Rivoli";"4";"4.3045404"
"Rue Saint-Antoine";"4";"12.83207642"
"Rue de Tilsitt";"17";"39.62754454"
"Quai Malaquais";"6";"224.20873082"
"AVENUE COURTELINE";"12";"21.38021039"
"RUE DE DOUAI";"9";"124.10134214"
"PLACE DU MARECHAL JUIN";"17";"18.57235573"
"Rue des Plantes";"14";"24.42118318"
"Rue des Plantes";"14";"14.47931294"
"Rue de Courcelles";"17";"45.50890037"
"Boulevard Arago";"13";"20.794531"
"Boulevard Bessières";"17";"34.76246134"
"Boulevard Voltaire";"11";"19.52854639"
"Boulevard Bessières";"17";"6.68751743"
"Boulevard Bessières";"17";"55.63758422"
"Boulevard Bessières";"17";"32.64588146"
"Rue de Rivoli";"4";"23.97509066"
"RUE DES BATIGNOLLES";"17";"13.75107193"
"RUE RIQUET";"18";"29.00644482"
"BOULEVARD SERURIER";"19";"42.4230172"
"Avenue de France";"13";"239.17950393"
"Rue de Rivoli";"4";"31.80112373"
"Boulevard Voltaire";"11";"1372.61244121"
"RUE VERCINGETORIX";"14";"15.8503003"
"Quai de la Tournelle";"5";"9.26511075"
"BOULEVARD AUGUSTE BLANQUI";"13";"22.41571302"
"RUE NICOLAS FORTIN";"13";"16.35971342"
"AVENUE D ITALIE";"13";"97.5175102"
"AVENUE D ITALIE";"13";"65.53833932"
"PONT DE TOLBIAC";"13";"100.70069676"
"PONT DE TOLBIAC";"12";"91.4328319"
"RUE DU CHATEAU DES RENTIERS";"13";"89.9162415"
"BOULEVARD VINCENT AURIOL";"13";"28.09088984"
"QUAI DE LA RAPEE";"12";"30.810202"
"Boulevard Bessières";"17";"35.36110502"
"Boulevard Bessières";"17";"4.44388659"
"BOULEVARD VINCENT AURIOL";"13";"5.89769698"
"QUAI PANHARD ET LEVASSOR";"13";"6.60737835"
"QUAI PANHARD ET LEVASSOR";"13";"110.35506938"
"QUAI DE LA GARE";"13";"13.08101283"
"QUAI PANHARD ET LEVASSOR";"13";"86.32061338"
"AVENUE DE FRANCE";"13";"159.78780746"
"AVENUE DE FRANCE";"13";"8.39200951"
"BOULEVARD MALESHERBES";"8";"70.90684722"
"BOULEVARD BRUNE";"14";"16.21196393"
"BOULEVARD DU GENERAL MARTIAL VALIN";"15";"203.4813196"
"BOULEVARD LEFEBVRE";"15";"177.19949554"
"BOULEVARD LEFEBVRE";"15";"58.35948498"
"BOULEVARD EXELMANS";"16";"79.02228941"
"BOULEVARD EXELMANS";"16";"53.98957291"
"BOULEVARD EXELMANS";"16";"16.09796907"
"RUE PROUDHON";"12";"157.89742295"
"BOULEVARD MASSENA";"13";"7.33917887"
"BOULEVARD MASSENA";"13";"25.6748388"
"BOULEVARD MASSENA";"13";"72.32789153"
"QUAI D ORSAY";"7";"41.02065923"
"RUE DE CONSTANTINE";"7";"6.08592155"
"RUE HENRY FARMAN";"15";"27.69031919"
"BOULEVARD JOURDAN";"14";"79.73681925"
"BOULEVARD KELLERMANN";"13";"14.54092894"
"BOULEVARD RASPAIL";"14";"151.30643308"
"Rue Vercingétorix";"14";"23.08152583"
"Quai André Citroën";"15";"14.30555126"
"RUE VERCINGETORIX";"14";"112.37387929"
"RUE VERCINGETORIX";"14";"6.68346823"
"BOULEVARD DE GRENELLE";"15";"56.06893385"
"BOULEVARD DE GRENELLE";"15";"22.31276694"
"BOULEVARD PASTEUR";"15";"21.16812733"
"AVENUE FOCH";"16";"563.71019212"
"BOULEVARD DE L AMIRAL BRUIX";"16";"17.50034444"
"ROUTE DE LA PORTE DES SABLONS A LA PORTE MAILLOT";"16";"152.680415"
"AVENUE INGRES";"16";"19.84617873"
"AVENUE INGRES";"16";"5.04051247"
"Avenue de Saint-Cloud";"16";"50.82994563"
"AVENUE GEORGES MENDEL";"16";"12.05380342"
"AVENUE GEORGES MENDEL";"16";"290.29245899"
"CHEMIN DE CEINTURE DU LAC INFERIEUR";"16";"29.0188117"
"AVENUE GEORGES MENDEL";"16";"13.41908407"
"PLACE TATTEGRAIN";"16";"26.95806997"
"ROUTE DE SURESNES";"16";"327.90190357"
"PONT DE SURESNES";"16";"79.70060521"
"BOULEVARD AUGUSTE BLANQUI";"13";"25.27088949"
"AVENUE DENFERT ROCHEREAU";"14";"31.84023431"
"BOULEVARD SAINT JACQUES";"14";"6.55160736"
"BOULEVARD SAINT JACQUES";"14";"6.09768634"
"QUAI DE L HOTEL DE VILLE";"4";"22.08520892"
"QUAI DES CELESTINS";"4";"20.45227435"
"RUE DE LA TOMBE ISSOIRE";"14";"15.13381379"
"RUE DE LA TOMBE ISSOIRE";"14";"62.51319449"
"RUE DE L AUDE";"14";"8.18105045"
"RUE DU PERE CORENTIN";"14";"103.07076665"
"RUE GUYNEMER";"6";"28.19115716"
"BOULEVARD HENRI IV";"4";"21.74708133"
"RUE MONGE";"5";"52.28684296"
"COURS ALBERT 1ER";"8";"62.5708794"
"BOULEVARD DE LA BASTILLE";"12";"23.04116356"
"BOULEVARD MALESHERBES";"8";"30.66076125"
"BOULEVARD MALESHERBES";"8";"24.88224009"
"PLACE DES TERNES";"8";"39.71806347"
"RUE DE LA BUTTE AUX CAILLES";"13";"12.6779165"
"PLACE D ITALIE";"13";"48.19591257"
"BOULEVARD DE BELLEVILLE";"11";"23.26710288"
"QUAI DE VALMY";"10";"20.56468995"
"BOULEVARD DE BELLEVILLE";"11";"12.94275434"
"BOULEVARD DE MENILMONTANT";"11";"15.93195995"
"BOULEVARD DE MENILMONTANT";"11";"20.12020582"
"BOULEVARD DE MENILMONTANT";"11";"28.04224037"
"RUE DE MONTREUIL";"11";"38.20847718"
"BOULEVARD DE COURCELLES";"8";"246.08343142"
"RUE DE LA PORTE D ISSY";"15";"14.04037775"
"RUE LOUIS ARMAND";"15";"99.50101899"
"BOULEVARD DE GRENELLE";"15";"12.29723857"
"RUE NOTRE DAME DE LORETTE";"9";"34.42614152"
"BOULEVARD DE LA CHAPELLE";"10";"189.31231046"
"BOULEVARD DE LA CHAPELLE";"10";"8.78612982"
"AVENUE DAUMESNIL";"12";"40.44324141"
"BOULEVARD DES BATIGNOLLES";"8";"78.88453558"
"BOULEVARD DE COURCELLES";"17";"43.95256884"
"BOULEVARD SAINT-DENIS";"3";"14.5651563"
"RUE VERCINGETORIX";"14";"378.73106907"
"RUE LAFAYETTE";"9";"17.65065304"
"RUE DE LOURMEL";"15";"76.18588654"
"RUE DU MOULIN DES PRES";"13";"12.40477058"
"RUE DU MOULIN DES PRES";"13";"31.29031729"
"BOULEVARD DE MAGENTA";"10";"56.50459514"
"BOULEVARD DE GRENELLE";"15";"11.75644331"
"BOULEVARD DE GRENELLE";"15";"26.22595802"
"BOULEVARD GARIBALDI";"15";"24.47030615"
"BOULEVARD GARIBALDI";"15";"14.16746032"
"BOULEVARD MAGENTA";"10";"16.08364226"
"RUE D AUBERVILLIERS";"18";"41.65244143"
"RUE JULIA BARTET";"14";"49.79625127"
"QUAI DE SEINE";"19";"7.28458608"
"RUE DE CRIMEE";"19";"37.23846585"
"RUE DE CRIMEE";"19";"6.0507553"
"BOULEVARD PEREIRE";"17";"22.65839481"
"BOULEVARD DE LA VILLETTE";"10";"19.8438"
"BOULEVARD DIDEROT";"12";"6.24189059"
"BOULEVARD DIDEROT";"12";"25.21749886"
"BOULEVARD DE CLICHY";"18";"320.63842823"
"BOULEVARD DE MAGENTA";"10";"19.50554049"
"BOULEVARD DE MAGENTA";"10";"14.10045477"
"BOULEVARD GARIBALDI";"15";"27.51561921"
"AVENUE DE LA PORTE DE VITRY";"13";"7.73051551"
"AVENUE DE FRANCE";"13";"95.6704266"
"BOULEVARD GARIBALDI";"15";"41.00319471"
"RUE BLEUE";"9";"10.55158301"
"RUE LAFAYETTE";"10";"53.87325148"
"RUE DE GRENELLE";"7";"32.38346009"
"PLACE DE LA RESISTANCE";"7";"21.0841715"
"AVENUE DE LA PORTE DE VITRY";"13";"54.75396344"
"PONT NATIONAL";"13";"145.05624696"
"RUE JEAN-PIERRE TIMBAUD";"11";"23.39938373"
"RUE JEAN-PIERRE TIMBAUD";"11";"91.33398747"
"BOULEVARD DE BERCY";"12";"248.76399204"
"RUE DE MONTREUIL";"11";"29.02439943"
"RUE SAINTE-CECILE";"9";"113.50680841"
"BOULEVARD DE CLICHY";"9";"180.13575377"
"PLACE DE LA REPUBLIQUE";"3";"23.21987318"
"RUE ORFILA";"20";"114.05563347"
"RUE ORFILA";"20";"16.58458859"
"RUE HENRI HUCHARD";"18";"25.67406869"
"AVENUE DE VILLIERS";"17";"30.91298501"
"RUE LEPIC";"18";"75.92096195"
"BOULEVARD MACDONALD";"19";"41.16960451"
"BOULEVARD MORTIER";"20";"25.17026931"
"QUAI DE BERCY";"12";"696.44040743"
"RUE FAUVET";"18";"122.19233501"
"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"64.68626104"
"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"11.57561114"
"AVENUE JEAN JAURES";"19";"15.91382114"
"RUE BELGRAND";"20";"29.99535809"
"RUE BELGRAND";"20";"66.98190623"
"QUAI DE L HOTEL DE VILLE";"4";"5.35893847"
"BOULEVARD MORLAND";"4";"11.03866443"
"BOULEVARD CARNOT";"12";"129.70147428"
"AVENUE DE FLANDRE";"19";"47.81670565"
"AVENUE IBSEN";"20";"5.59747722"
"BOULEVARD DE LA VILLETTE";"19";"15.9265565"
"BOULEVARD MACDONALD";"19";"161.87347175"
